Usuarios 1 e 2, Tipo: Cosseno, Taxa de Similaridade: 0.4026060938931021
Usuarios 1 e 3101, Tipo: Cosseno, Taxa de Similaridade: 0.5434312087468294
Usuarios 1 e 3102, Tipo: Cosseno, Taxa de Similaridade: 0.7276880771325719
Usuarios 1 e 3103, Tipo: Cosseno, Taxa de Similaridade: 0.47713048366637006
Usuarios 1 e 3104, Tipo: Cosseno, Taxa de Similaridade: 0.45580699365572946
Usuarios 1 e 3105, Tipo: Cosseno, Taxa de Similaridade: 0.0450729564327681
Usuarios 1 e 3106, Tipo: Cosseno, Taxa de Similaridade: 0.4017209183971887
Usuarios 1 e 3107, Tipo: Cosseno, Taxa de Similaridade: 0.2161456024682912
Usuarios 1 e 3108, Tipo: Cosseno, Taxa de Similaridade: 0.36573028113770056
Usuarios 1 e 3109, Tipo: Cosseno, Taxa de Similaridade: 0.6122312799759619
Usuarios 1 e 3110, Tipo: Cosseno, Taxa de Similaridade: 0.6769552467054801
Usuarios 1 e 3111, Tipo: Cosseno, Taxa de Similaridade: 0.6132886916305923
Usuarios 1 e 3112, Tipo: Cosseno, Taxa de Similaridade: 0.3018619477238041
Usuarios 1 e 3113, Tipo: Cosseno, Taxa de Similaridade: 0.3471914701784483
Usuarios 1 e 3114, Tipo: Cosseno, Taxa de Similaridade: 0.4149567411199706
Usuarios 1 e 3115, Tipo: Cosseno, Taxa de Similaridade: 0.5734568406032853
Usuarios 1 e 3116, Tipo: Cosseno, Taxa de Similaridade: 0.3735738363791343
Usuarios 1 e 3117, Tipo: Cosseno, Taxa de Similaridade: 0.3928348487953263
Usuarios 1 e 3118, Tipo: Cosseno, Taxa de Similaridade: 0.5782401044047947
Usuarios 1 e 3119, Tipo: Cosseno, Taxa de Similaridade: 0.6234434487823826
Usuarios 1 e 3120, Tipo: Cosseno, Taxa de Similaridade: 0.5336719477205909
Usuarios 1 e 3121, Tipo: Cosseno, Taxa de Similaridade: 0.14198481592391649
Usuarios 1 e 3122, Tipo: Cosseno, Taxa de Similaridade: 0.22283902028074487
Usuarios 1 e 3123, Tipo: Cosseno, Taxa de Similaridade: 0.7242288131146584
Usuarios 1 e 3124, Tipo: Cosseno, Taxa de Similaridade: 0.30745582246682707
Usuarios 1 e 3125, Tipo: Cosseno, Taxa de Similaridade: 0.3321662887538399
Usuarios 1 e 3126, Tipo: Cosseno, Taxa de Similaridade: 0.1843726898081802
Usuarios 1 e 3127, Tipo: Cosseno, Taxa de Similaridade: 0.21514936133271004
Usuarios 1 e 3128, Tipo: Cosseno, Taxa de Similaridade: 0.1195845673052606
Usuarios 1 e 3129, Tipo: Cosseno, Taxa de Similaridade: 0.5090365385150852
Usuarios 1 e 3130, Tipo: Cosseno, Taxa de Similaridade: 0.7658997580592645
Usuarios 1 e 3131, Tipo: Cosseno, Taxa de Similaridade: 0.2601665835834782
Usuarios 1 e 3132, Tipo: Cosseno, Taxa de Similaridade: 0.45836792559146167
Usuarios 1 e 3133, Tipo: Cosseno, Taxa de Similaridade: 0.4002504444379963
Usuarios 1 e 3134, Tipo: Cosseno, Taxa de Similaridade: 0.7382662435032552
Usuarios 1 e 3135, Tipo: Cosseno, Taxa de Similaridade: 0.39124863901840246
Usuarios 1 e 3136, Tipo: Cosseno, Taxa de Similaridade: 0.5433970313119809
Usuarios 1 e 3137, Tipo: Cosseno, Taxa de Similaridade: 0.6867434340626628
Usuarios 1 e 3138, Tipo: Cosseno, Taxa de Similaridade: 0.10889150380155284
Usuarios 1 e 3139, Tipo: Cosseno, Taxa de Similaridade: 0.46391154857269307
Usuarios 1 e 3140, Tipo: Cosseno, Taxa de Similaridade: 0.3344624588535893
Usuarios 1 e 3141, Tipo: Cosseno, Taxa de Similaridade: 0.34872843685448685
Usuarios 1 e 3142, Tipo: Cosseno, Taxa de Similaridade: 0.3259278508979605
Usuarios 1 e 3143, Tipo: Cosseno, Taxa de Similaridade: 0.5323951817220809
Usuarios 1 e 3144, Tipo: Cosseno, Taxa de Similaridade: 0.4329286575980243
Usuarios 1 e 3145, Tipo: Cosseno, Taxa de Similaridade: 0.6284192714579152
Usuarios 1 e 3146, Tipo: Cosseno, Taxa de Similaridade: 0.29563219139146235
Usuarios 1 e 3147, Tipo: Cosseno, Taxa de Similaridade: 0.2387354434856894
Usuarios 1 e 3148, Tipo: Cosseno, Taxa de Similaridade: 0.47572732141723906
Usuarios 1 e 3149, Tipo: Cosseno, Taxa de Similaridade: 0.5513061819855132
Usuarios 1 e 3150, Tipo: Cosseno, Taxa de Similaridade: 0.37525644982107265
Usuarios 1 e 3151, Tipo: Cosseno, Taxa de Similaridade: 0.4304640737992165
Usuarios 1 e 3152, Tipo: Cosseno, Taxa de Similaridade: 0.4665848752969318
Usuarios 1 e 3153, Tipo: Cosseno, Taxa de Similaridade: 0.7734753486633458
Usuarios 1 e 3154, Tipo: Cosseno, Taxa de Similaridade: 0.8394473368466202
Usuarios 1 e 3155, Tipo: Cosseno, Taxa de Similaridade: 0.28972918941234255
Usuarios 1 e 3156, Tipo: Cosseno, Taxa de Similaridade: 0.41345648361280196
Usuarios 1 e 3157, Tipo: Cosseno, Taxa de Similaridade: 0.6575764904375461
Usuarios 1 e 3158, Tipo: Cosseno, Taxa de Similaridade: 0.8558176354816285
Usuarios 1 e 3159, Tipo: Cosseno, Taxa de Similaridade: 0.39446544779979115
Usuarios 1 e 3160, Tipo: Cosseno, Taxa de Similaridade: 0.4221359203266305
Usuarios 1 e 3161, Tipo: Cosseno, Taxa de Similaridade: 0.22286131483462449
Usuarios 1 e 3162, Tipo: Cosseno, Taxa de Similaridade: 0.5148781773108243
Usuarios 1 e 3163, Tipo: Cosseno, Taxa de Similaridade: 0.212009460104147
Usuarios 1 e 3164, Tipo: Cosseno, Taxa de Similaridade: 0.47445281204970235
Usuarios 1 e 3165, Tipo: Cosseno, Taxa de Similaridade: 0.5046590531805829
Usuarios 1 e 3166, Tipo: Cosseno, Taxa de Similaridade: 0.7709088632752958
Usuarios 1 e 3167, Tipo: Cosseno, Taxa de Similaridade: 0.23175489418734743
Usuarios 1 e 3168, Tipo: Cosseno, Taxa de Similaridade: 0.21248338106406484
Usuarios 1 e 3169, Tipo: Cosseno, Taxa de Similaridade: 0.37829177252331897
Usuarios 1 e 3170, Tipo: Cosseno, Taxa de Similaridade: 0.31485690516261633
Usuarios 1 e 3171, Tipo: Cosseno, Taxa de Similaridade: 0.6265465711235029
Usuarios 1 e 3172, Tipo: Cosseno, Taxa de Similaridade: 0.5214253515354765
Usuarios 1 e 3173, Tipo: Cosseno, Taxa de Similaridade: 0.1260216914089678
Usuarios 1 e 3174, Tipo: Cosseno, Taxa de Similaridade: 0.2952195805720747
Usuarios 1 e 3175, Tipo: Cosseno, Taxa de Similaridade: 0.2701404233965848
Usuarios 1 e 3176, Tipo: Cosseno, Taxa de Similaridade: 0.4496015270969227
Usuarios 1 e 3177, Tipo: Cosseno, Taxa de Similaridade: 0.13282054735358598
Usuarios 1 e 3178, Tipo: Cosseno, Taxa de Similaridade: 0.315170006481641
Usuarios 1 e 3179, Tipo: Cosseno, Taxa de Similaridade: 0.42911372870060305
Usuarios 1 e 3180, Tipo: Cosseno, Taxa de Similaridade: 0.6562019684171955
Usuarios 1 e 3181, Tipo: Cosseno, Taxa de Similaridade: 0.034149124726975615
Usuarios 1 e 3182, Tipo: Cosseno, Taxa de Similaridade: 0.900733254801265
Usuarios 1 e 3183, Tipo: Cosseno, Taxa de Similaridade: 0.29841067604660737
Usuarios 1 e 3184, Tipo: Cosseno, Taxa de Similaridade: 0.3661133709645484
Usuarios 1 e 3185, Tipo: Cosseno, Taxa de Similaridade: 0.40130549799732834
Usuarios 1 e 3186, Tipo: Cosseno, Taxa de Similaridade: 0.540706162928529
Usuarios 1 e 3187, Tipo: Cosseno, Taxa de Similaridade: 0.36747032129253754
Usuarios 1 e 3188, Tipo: Cosseno, Taxa de Similaridade: 0.2672296986262389
Usuarios 1 e 3189, Tipo: Cosseno, Taxa de Similaridade: 0.48322426512980976
Usuarios 1 e 3190, Tipo: Cosseno, Taxa de Similaridade: 0.24571785880850722
Usuarios 1 e 3191, Tipo: Cosseno, Taxa de Similaridade: 0.22550816143470698
Usuarios 1 e 3192, Tipo: Cosseno, Taxa de Similaridade: 0.5216217130353114
Usuarios 1 e 3193, Tipo: Cosseno, Taxa de Similaridade: 0.12600201949621007
Usuarios 1 e 3194, Tipo: Cosseno, Taxa de Similaridade: 0.744725606609699
Usuarios 1 e 3195, Tipo: Cosseno, Taxa de Similaridade: 0.598802691365028
Usuarios 1 e 3196, Tipo: Cosseno, Taxa de Similaridade: 0.27726662906249633
Usuarios 1 e 3197, Tipo: Cosseno, Taxa de Similaridade: 0.29725336239308825
Usuarios 1 e 3198, Tipo: Cosseno, Taxa de Similaridade: 0.47875192733537064
Usuarios 1 e 3199, Tipo: Cosseno, Taxa de Similaridade: 0.5006886410187855
Usuarios 1 e 3200, Tipo: Cosseno, Taxa de Similaridade: 0.8974412255094321
Usuarios 1 e 3201, Tipo: Cosseno, Taxa de Similaridade: 0.07063523643985738
Usuarios 1 e 3202, Tipo: Cosseno, Taxa de Similaridade: 0.6740523248775941
Usuarios 1 e 3203, Tipo: Cosseno, Taxa de Similaridade: 0.3742056582540791
Usuarios 1 e 3204, Tipo: Cosseno, Taxa de Similaridade: 0.22980005402346787
Usuarios 1 e 3205, Tipo: Cosseno, Taxa de Similaridade: 0.6463906736310207
Usuarios 1 e 3206, Tipo: Cosseno, Taxa de Similaridade: 0.28568792680147614
Usuarios 1 e 3207, Tipo: Cosseno, Taxa de Similaridade: 0.5023758886234936
Usuarios 1 e 3208, Tipo: Cosseno, Taxa de Similaridade: 0.5268875290967951
Usuarios 1 e 3209, Tipo: Cosseno, Taxa de Similaridade: 0.4153747081073135
Usuarios 1 e 3210, Tipo: Cosseno, Taxa de Similaridade: 0.07196122581149156
Usuarios 1 e 3211, Tipo: Cosseno, Taxa de Similaridade: 0.36574334668538316
Usuarios 1 e 3212, Tipo: Cosseno, Taxa de Similaridade: 0.3804188683056642
Usuarios 1 e 3213, Tipo: Cosseno, Taxa de Similaridade: 0.4734066956387715
Usuarios 1 e 3214, Tipo: Cosseno, Taxa de Similaridade: 0.43608641252465513
Usuarios 1 e 3215, Tipo: Cosseno, Taxa de Similaridade: 0.5684906852675312
Usuarios 1 e 3216, Tipo: Cosseno, Taxa de Similaridade: 0.19722790128912643
Usuarios 1 e 3217, Tipo: Cosseno, Taxa de Similaridade: 0.5402154989467363
Usuarios 1 e 3218, Tipo: Cosseno, Taxa de Similaridade: 0.601468475200178
Usuarios 1 e 3219, Tipo: Cosseno, Taxa de Similaridade: 0.2475931666373457
Usuarios 1 e 3220, Tipo: Cosseno, Taxa de Similaridade: 0.2531316415781899
Usuarios 1 e 3221, Tipo: Cosseno, Taxa de Similaridade: 0.5035528931169004
Usuarios 1 e 3222, Tipo: Cosseno, Taxa de Similaridade: 0.6725864333540448
Usuarios 1 e 3223, Tipo: Cosseno, Taxa de Similaridade: 0.3331975360914161
Usuarios 1 e 3224, Tipo: Cosseno, Taxa de Similaridade: 0.8212193496652609
Usuarios 1 e 3225, Tipo: Cosseno, Taxa de Similaridade: 0.4973682208795947
Usuarios 1 e 3226, Tipo: Cosseno, Taxa de Similaridade: 0.4449333418266619
Usuarios 1 e 3227, Tipo: Cosseno, Taxa de Similaridade: 0.004337683530358188
Usuarios 1 e 3228, Tipo: Cosseno, Taxa de Similaridade: 0.2526774864553326
Usuarios 1 e 3229, Tipo: Cosseno, Taxa de Similaridade: 0.45054166373518095
Usuarios 1 e 3230, Tipo: Cosseno, Taxa de Similaridade: 0.213165588348135
Usuarios 1 e 3231, Tipo: Cosseno, Taxa de Similaridade: 0.19373566196752715
Usuarios 1 e 3232, Tipo: Cosseno, Taxa de Similaridade: 0.5236506177878832
Usuarios 1 e 3233, Tipo: Cosseno, Taxa de Similaridade: 0.41792110757253753
Usuarios 1 e 3234, Tipo: Cosseno, Taxa de Similaridade: 0.24458778125565564
Usuarios 1 e 3235, Tipo: Cosseno, Taxa de Similaridade: 0.5248509522240112
Usuarios 1 e 3236, Tipo: Cosseno, Taxa de Similaridade: 0.1455015816743392
Usuarios 1 e 3237, Tipo: Cosseno, Taxa de Similaridade: 0.5836293130985839
Usuarios 1 e 3238, Tipo: Cosseno, Taxa de Similaridade: 0.5375873962917581
Usuarios 1 e 3239, Tipo: Cosseno, Taxa de Similaridade: 0.541923737442634
Usuarios 1 e 3240, Tipo: Cosseno, Taxa de Similaridade: 0.09755592252350621
Usuarios 1 e 3241, Tipo: Cosseno, Taxa de Similaridade: 0.3471668881250356
Usuarios 1 e 3242, Tipo: Cosseno, Taxa de Similaridade: 0.6045928185180901
Usuarios 1 e 3243, Tipo: Cosseno, Taxa de Similaridade: 0.0
Usuarios 1 e 3244, Tipo: Cosseno, Taxa de Similaridade: 0.48539179061939874
Usuarios 1 e 3245, Tipo: Cosseno, Taxa de Similaridade: 0.3599055150868244
Usuarios 1 e 3246, Tipo: Cosseno, Taxa de Similaridade: 0.3327390662354492
Usuarios 1 e 3247, Tipo: Cosseno, Taxa de Similaridade: 0.2651509766028126
Usuarios 1 e 3248, Tipo: Cosseno, Taxa de Similaridade: 0.38381814927013974
Usuarios 1 e 3249, Tipo: Cosseno, Taxa de Similaridade: 0.37317734943918446
Usuarios 1 e 3250, Tipo: Cosseno, Taxa de Similaridade: 0.21596316380305983
Usuarios 1 e 3251, Tipo: Cosseno, Taxa de Similaridade: 0.25665457308196954
Usuarios 1 e 3252, Tipo: Cosseno, Taxa de Similaridade: 0.4208119680782385
Usuarios 1 e 3253, Tipo: Cosseno, Taxa de Similaridade: 0.7422802110886639
Usuarios 1 e 3254, Tipo: Cosseno, Taxa de Similaridade: 0.5896773726668734
Usuarios 1 e 3255, Tipo: Cosseno, Taxa de Similaridade: 0.5904820530002842
Usuarios 1 e 3256, Tipo: Cosseno, Taxa de Similaridade: 0.387276997837671
Usuarios 1 e 3257, Tipo: Cosseno, Taxa de Similaridade: 0.7389256094561698
Usuarios 1 e 3258, Tipo: Cosseno, Taxa de Similaridade: 0.4733894271156717
Usuarios 1 e 3259, Tipo: Cosseno, Taxa de Similaridade: 0.14078442507509817
Usuarios 1 e 3260, Tipo: Cosseno, Taxa de Similaridade: 0.0
Usuarios 1 e 3261, Tipo: Cosseno, Taxa de Similaridade: 0.2129158062083798
Usuarios 1 e 3262, Tipo: Cosseno, Taxa de Similaridade: 0.08733773713806223
Usuarios 1 e 3263, Tipo: Cosseno, Taxa de Similaridade: 0.4140532211214617
Usuarios 1 e 3264, Tipo: Cosseno, Taxa de Similaridade: 0.47199687197460527
Usuarios 1 e 3265, Tipo: Cosseno, Taxa de Similaridade: 0.5976568604668332
Usuarios 1 e 3266, Tipo: Cosseno, Taxa de Similaridade: 0.13249087564464182
Usuarios 1 e 3267, Tipo: Cosseno, Taxa de Similaridade: 0.11446369688428334
Usuarios 1 e 3268, Tipo: Cosseno, Taxa de Similaridade: 0.4910817222683818
Usuarios 1 e 3269, Tipo: Cosseno, Taxa de Similaridade: 0.01174743181196966
Usuarios 1 e 3270, Tipo: Cosseno, Taxa de Similaridade: 0.25163860209230793
Usuarios 1 e 3271, Tipo: Cosseno, Taxa de Similaridade: 0.6649595947942559
Usuarios 1 e 3272, Tipo: Cosseno, Taxa de Similaridade: 0.46274765446532806
Usuarios 1 e 3273, Tipo: Cosseno, Taxa de Similaridade: 0.07938576215072635
Usuarios 1 e 3274, Tipo: Cosseno, Taxa de Similaridade: 0.2256660660695421
Usuarios 1 e 3275, Tipo: Cosseno, Taxa de Similaridade: 0.5706187690271073
Usuarios 1 e 3276, Tipo: Cosseno, Taxa de Similaridade: 0.709851572590191
Usuarios 1 e 3277, Tipo: Cosseno, Taxa de Similaridade: 0.3961394322580231
Usuarios 1 e 3278, Tipo: Cosseno, Taxa de Similaridade: 0.6875869416499658
Usuarios 1 e 3279, Tipo: Cosseno, Taxa de Similaridade: 0.6454470081249442
Usuarios 1 e 3280, Tipo: Cosseno, Taxa de Similaridade: 0.45776363486720034
Usuarios 1 e 3281, Tipo: Cosseno, Taxa de Similaridade: 0.45405630200713076
Usuarios 1 e 3282, Tipo: Cosseno, Taxa de Similaridade: 0.34818223134530635
Usuarios 1 e 3283, Tipo: Cosseno, Taxa de Similaridade: 0.2626307515554635
Usuarios 1 e 3284, Tipo: Cosseno, Taxa de Similaridade: 0.6060115574606549
Usuarios 1 e 3285, Tipo: Cosseno, Taxa de Similaridade: 0.046233517112353344
Usuarios 1 e 3286, Tipo: Cosseno, Taxa de Similaridade: 0.34722312896657226
Usuarios 1 e 3287, Tipo: Cosseno, Taxa de Similaridade: 0.0
Usuarios 1 e 3288, Tipo: Cosseno, Taxa de Similaridade: 0.0
Usuarios 1 e 3289, Tipo: Cosseno, Taxa de Similaridade: 0.22915390750728776
Usuarios 1 e 3290, Tipo: Cosseno, Taxa de Similaridade: 0.23124844478013565
Usuarios 1 e 3291, Tipo: Cosseno, Taxa de Similaridade: 0.7138862304486002
Usuarios 1 e 3292, Tipo: Cosseno, Taxa de Similaridade: 0.28455953007009477
Usuarios 1 e 3293, Tipo: Cosseno, Taxa de Similaridade: 0.4906680756517959
Usuarios 1 e 3294, Tipo: Cosseno, Taxa de Similaridade: 0.44107818233455015
Usuarios 1 e 3295, Tipo: Cosseno, Taxa de Similaridade: 0.3251040364719509
Usuarios 1 e 3296, Tipo: Cosseno, Taxa de Similaridade: 0.22164602588812923
Usuarios 1 e 3297, Tipo: Cosseno, Taxa de Similaridade: 0.4493439447337524
Usuarios 1 e 3298, Tipo: Cosseno, Taxa de Similaridade: 0.8896467810092015
Usuarios 1 e 3299, Tipo: Cosseno, Taxa de Similaridade: 0.31783561505562563
Usuarios 1 e 3300, Tipo: Cosseno, Taxa de Similaridade: 0.1804175148823364
Usuarios 1 e 3301, Tipo: Cosseno, Taxa de Similaridade: 0.4960977650372324
Usuarios 1 e 3302, Tipo: Cosseno, Taxa de Similaridade: 0.7116155292051006
Usuarios 1 e 3303, Tipo: Cosseno, Taxa de Similaridade: -1
Usuarios 1 e 3304, Tipo: Cosseno, Taxa de Similaridade: 0.6387513450033844
Usuarios 1 e 3305, Tipo: Cosseno, Taxa de Similaridade: 0.30861161458469616
Usuarios 1 e 3306, Tipo: Cosseno, Taxa de Similaridade: 0.436654722689613
Usuarios 1 e 3307, Tipo: Cosseno, Taxa de Similaridade: 0.1034783340582101
Usuarios 1 e 3308, Tipo: Cosseno, Taxa de Similaridade: 0.44151266823048
Usuarios 1 e 3309, Tipo: Cosseno, Taxa de Similaridade: 0.5265574063487972
Usuarios 1 e 3310, Tipo: Cosseno, Taxa de Similaridade: 0.5965011156939194
Usuarios 1 e 3311, Tipo: Cosseno, Taxa de Similaridade: 0.1421482443630769
Usuarios 1 e 3312, Tipo: Cosseno, Taxa de Similaridade: 0.47596147664915084
Usuarios 1 e 3313, Tipo: Cosseno, Taxa de Similaridade: 0.7210671187214863
Usuarios 1 e 3314, Tipo: Cosseno, Taxa de Similaridade: 0.4483038437272895
Usuarios 1 e 3315, Tipo: Cosseno, Taxa de Similaridade: 0.08820266462926477
Usuarios 1 e 3316, Tipo: Cosseno, Taxa de Similaridade: 0.3689136616351223
Usuarios 1 e 3317, Tipo: Cosseno, Taxa de Similaridade: 0.11536273313046884
Usuarios 1 e 3318, Tipo: Cosseno, Taxa de Similaridade: 0.8109909314349535
Usuarios 1 e 3319, Tipo: Cosseno, Taxa de Similaridade: 0.6604783373502605
Usuarios 1 e 3320, Tipo: Cosseno, Taxa de Similaridade: 0.5058352362488517
Usuarios 1 e 3321, Tipo: Cosseno, Taxa de Similaridade: 0.37502611525551893
Usuarios 1 e 3322, Tipo: Cosseno, Taxa de Similaridade: 0.36036636465178556
Usuarios 1 e 3323, Tipo: Cosseno, Taxa de Similaridade: 0.5361097028728535
Usuarios 1 e 3324, Tipo: Cosseno, Taxa de Similaridade: 0.2833771474158738
Usuarios 1 e 3325, Tipo: Cosseno, Taxa de Similaridade: 0.5776636203468548
Usuarios 1 e 3326, Tipo: Cosseno, Taxa de Similaridade: 0.10591684657445703
Usuarios 1 e 3327, Tipo: Cosseno, Taxa de Similaridade: 0.38424272979113927
Usuarios 1 e 3328, Tipo: Cosseno, Taxa de Similaridade: 0.20551443577313905
Usuarios 1 e 3329, Tipo: Cosseno, Taxa de Similaridade: 0.16614751651634618
Usuarios 1 e 3330, Tipo: Cosseno, Taxa de Similaridade: 0.4470201156992214
Usuarios 1 e 3331, Tipo: Cosseno, Taxa de Similaridade: 0.1565010461452663
Usuarios 1 e 3332, Tipo: Cosseno, Taxa de Similaridade: 0.3678963419110976
Usuarios 1 e 3333, Tipo: Cosseno, Taxa de Similaridade: 0.6285219262679654
Usuarios 1 e 3334, Tipo: Cosseno, Taxa de Similaridade: 0.3026361111988968
Usuarios 1 e 3335, Tipo: Cosseno, Taxa de Similaridade: 0.6838046389702084
Usuarios 1 e 3336, Tipo: Cosseno, Taxa de Similaridade: 0.588427136423166
Usuarios 1 e 3337, Tipo: Cosseno, Taxa de Similaridade: 0.581956910134669
Usuarios 1 e 3338, Tipo: Cosseno, Taxa de Similaridade: 0.43577004423574506
Usuarios 1 e 3339, Tipo: Cosseno, Taxa de Similaridade: 0.3530885051394572
Usuarios 1 e 3340, Tipo: Cosseno, Taxa de Similaridade: 0.5891807227583419
Usuarios 1 e 3341, Tipo: Cosseno, Taxa de Similaridade: 0.29309663372790296
Usuarios 1 e 3342, Tipo: Cosseno, Taxa de Similaridade: 0.4495086236032781
Usuarios 1 e 3343, Tipo: Cosseno, Taxa de Similaridade: 0.8282084901631518
Usuarios 1 e 3344, Tipo: Cosseno, Taxa de Similaridade: 0.13990431879700924
Usuarios 1 e 3345, Tipo: Cosseno, Taxa de Similaridade: 0.4100129217005464
Usuarios 1 e 3346, Tipo: Cosseno, Taxa de Similaridade: 0.37596980320883455
Usuarios 1 e 3347, Tipo: Cosseno, Taxa de Similaridade: 0.43347268075793055
Usuarios 1 e 3348, Tipo: Cosseno, Taxa de Similaridade: 0.15978319383450856
Usuarios 1 e 3349, Tipo: Cosseno, Taxa de Similaridade: 0.10231535848596564
Usuarios 1 e 3350, Tipo: Cosseno, Taxa de Similaridade: 0.6037789803481483
Usuarios 1 e 3351, Tipo: Cosseno, Taxa de Similaridade: 0.61435482536692
Usuarios 1 e 3352, Tipo: Cosseno, Taxa de Similaridade: 0.5431394516615046
Usuarios 1 e 3353, Tipo: Cosseno, Taxa de Similaridade: 0.2111963612760724
Usuarios 1 e 3354, Tipo: Cosseno, Taxa de Similaridade: 0.2763925539786829
Usuarios 1 e 3355, Tipo: Cosseno, Taxa de Similaridade: 0.6063088069829297
Usuarios 1 e 3356, Tipo: Cosseno, Taxa de Similaridade: 0.5977888180419362
Usuarios 1 e 3357, Tipo: Cosseno, Taxa de Similaridade: 0.8092342664640865
Usuarios 1 e 3358, Tipo: Cosseno, Taxa de Similaridade: 0.4884258529862721
Usuarios 1 e 3359, Tipo: Cosseno, Taxa de Similaridade: 0.39740890828902314
Usuarios 1 e 3360, Tipo: Cosseno, Taxa de Similaridade: 0.24699257015232762
Usuarios 1 e 3361, Tipo: Cosseno, Taxa de Similaridade: 0.2190725358309033
Usuarios 1 e 3362, Tipo: Cosseno, Taxa de Similaridade: 0.20527863562413734
Usuarios 1 e 3363, Tipo: Cosseno, Taxa de Similaridade: 0.4463285388395226
Usuarios 1 e 3364, Tipo: Cosseno, Taxa de Similaridade: 0.2651171107005117
Usuarios 1 e 3365, Tipo: Cosseno, Taxa de Similaridade: 0.46147672351781827
Usuarios 1 e 3366, Tipo: Cosseno, Taxa de Similaridade: 0.06134575215627897
Usuarios 1 e 3367, Tipo: Cosseno, Taxa de Similaridade: 0.6127471425898247
Usuarios 1 e 3368, Tipo: Cosseno, Taxa de Similaridade: 0.7448425860677671
Usuarios 1 e 3369, Tipo: Cosseno, Taxa de Similaridade: 0.1870853894446567
Usuarios 1 e 3370, Tipo: Cosseno, Taxa de Similaridade: 0.7199319547578801
Usuarios 1 e 3371, Tipo: Cosseno, Taxa de Similaridade: 0.8401010018709512
Usuarios 1 e 3372, Tipo: Cosseno, Taxa de Similaridade: 0.6229151254031033
Usuarios 1 e 3373, Tipo: Cosseno, Taxa de Similaridade: 0.0853022742351158
Usuarios 1 e 3374, Tipo: Cosseno, Taxa de Similaridade: 0.38088526224690256
Usuarios 1 e 3375, Tipo: Cosseno, Taxa de Similaridade: 0.5471913197872048
Usuarios 1 e 3376, Tipo: Cosseno, Taxa de Similaridade: 0.4826898145999861
Usuarios 1 e 3377, Tipo: Cosseno, Taxa de Similaridade: 0.6433294377697785
Usuarios 1 e 3378, Tipo: Cosseno, Taxa de Similaridade: 0.3113664683381628
Usuarios 1 e 3379, Tipo: Cosseno, Taxa de Similaridade: 0.2704550666230848
Usuarios 1 e 3380, Tipo: Cosseno, Taxa de Similaridade: 0.537498204707608
Usuarios 1 e 3381, Tipo: Cosseno, Taxa de Similaridade: 0.13490249430187956
Usuarios 1 e 3382, Tipo: Cosseno, Taxa de Similaridade: 0.32865834075627764
Usuarios 1 e 3383, Tipo: Cosseno, Taxa de Similaridade: 0.43665077147794834
Usuarios 1 e 3384, Tipo: Cosseno, Taxa de Similaridade: 0.12674799900746123
Usuarios 1 e 3385, Tipo: Cosseno, Taxa de Similaridade: 0.5204910254916213
Usuarios 1 e 3386, Tipo: Cosseno, Taxa de Similaridade: 0.5881268364484098
Usuarios 1 e 3387, Tipo: Cosseno, Taxa de Similaridade: 0.42426018374506363
Usuarios 1 e 3388, Tipo: Cosseno, Taxa de Similaridade: 0.62747272395176
Usuarios 1 e 3389, Tipo: Cosseno, Taxa de Similaridade: 0.4733517316637074
Usuarios 1 e 3390, Tipo: Cosseno, Taxa de Similaridade: 0.390629413739145
Usuarios 1 e 3391, Tipo: Cosseno, Taxa de Similaridade: 0.3869463071715057
Usuarios 1 e 3392, Tipo: Cosseno, Taxa de Similaridade: 0.15621237077011968
Usuarios 1 e 3393, Tipo: Cosseno, Taxa de Similaridade: 0.5419363756950811
Usuarios 1 e 3394, Tipo: Cosseno, Taxa de Similaridade: 0.561232720341644
Usuarios 1 e 3395, Tipo: Cosseno, Taxa de Similaridade: 0.8341899449721639
Usuarios 1 e 3396, Tipo: Cosseno, Taxa de Similaridade: 0.27989235286993625
Usuarios 1 e 3397, Tipo: Cosseno, Taxa de Similaridade: 0.0
Usuarios 1 e 3398, Tipo: Cosseno, Taxa de Similaridade: 0.8132548562710686
Usuarios 1 e 3399, Tipo: Cosseno, Taxa de Similaridade: 0.22803451225489665
Usuarios 1 e 3400, Tipo: Cosseno, Taxa de Similaridade: 0.5293568869190821
Usuarios 1 e 3401, Tipo: Cosseno, Taxa de Similaridade: 0.4508438892927293
Usuarios 1 e 3402, Tipo: Cosseno, Taxa de Similaridade: 0.34830382451132896
Usuarios 1 e 3403, Tipo: Cosseno, Taxa de Similaridade: 0.5096461685388372
Usuarios 1 e 3404, Tipo: Cosseno, Taxa de Similaridade: 0.5232759154763943
Usuarios 1 e 3405, Tipo: Cosseno, Taxa de Similaridade: 0.42622853669084804
Usuarios 1 e 3406, Tipo: Cosseno, Taxa de Similaridade: 0.1257663718969623
Usuarios 1 e 3407, Tipo: Cosseno, Taxa de Similaridade: 0.3355141484498709
Usuarios 1 e 3408, Tipo: Cosseno, Taxa de Similaridade: 0.7604681112229679
Usuarios 1 e 3409, Tipo: Cosseno, Taxa de Similaridade: 0.2682993941096631
Usuarios 1 e 3410, Tipo: Cosseno, Taxa de Similaridade: 0.5458251015310669
Usuarios 1 e 3411, Tipo: Cosseno, Taxa de Similaridade: 0.4244745054942503
