id,name,show1,show2,show3,show4,show5,show6,show7,show8,show9,show10
1268,Cecil,0,57,0,54,43,89,56,0,62,50
1269,Seth,57,10,86,0,0,85,88,0,38,27
1270,Bruce,52,79,0,0,0,29,54,0,4,0
1271,Fletcher,0,0,0,0,78,29,32,0,0,79
1272,Jeremiah,35,74,24,94,86,0,0,0,0,0
1273,Grant,37,0,0,45,0,73,0,0,0,0
1274,Green,0,0,63,0,0,71,0,80,9,0
1275,Neal,0,9,59,0,0,0,0,64,0,12
1276,Bennie,15,58,100,0,10,0,0,59,0,29
1277,Conrad,0,0,0,18,0,64,43,58,87,0
1278,Dee,0,0,87,59,2,98,0,72,75,37
1279,Ervin,0,0,49,0,0,89,33,0,0,0
1280,Gordon,57,93,74,0,45,18,0,0,19,0
1281,Grover,0,4,88,0,0,81,51,0,0,0
1282,Isaiah,0,97,14,0,0,92,0,42,14,0
1283,Lorenzo,0,0,0,11,76,0,49,0,61,69
1284,Porter,0,0,33,0,78,0,30,0,87,0
1285,Van,0,46,88,0,0,30,0,0,0,0
1286,Glen,36,18,30,0,42,81,69,63,86,87
1287,Jefferson,0,61,0,0,66,86,16,40,0,0
1288,Louie,0,24,24,0,0,0,75,58,88,7
1289,Abner,0,7,0,58,0,0,96,0,0,0
1290,Abram,62,0,0,35,0,34,0,77,97,0
1291,Dudley,16,60,40,36,0,0,52,0,0,76
1292,Lucian,19,73,0,0,40,0,0,0,0,0
1293,Roland,0,0,0,0,0,0,0,0,0,14
1294,Vincent,0,0,0,0,0,0,35,24,0,0
1295,Wayne,80,38,0,0,0,49,0,0,43,0
1296,Arnold,46,0,0,20,0,91,96,81,21,61
1297,Elisha,0,0,0,0,100,31,0,63,0,0
1298,Elwood,33,0,0,0,0,0,21,0,92,0
1299,Karl,0,0,0,2,25,0,82,0,0,96
1300,Kenneth,0,0,0,81,0,87,87,0,0,0
1301,Mary,53,91,82,15,32,43,0,74,0,27
1302,Matt,0,81,51,14,0,0,0,0,27,2
1303,Myron,0,35,39,78,0,5,99,30,0,3
1304,Pink,51,78,0,16,0,64,53,42,0,0
1305,Roger,42,0,24,5,9,0,0,0,0,77
1306,Wilbert,2,0,0,0,0,0,0,0,6,67
1307,Donald,85,0,0,87,13,21,73,0,52,0
1308,Forrest,0,23,0,18,57,72,0,0,0,0
1309,Irwin,6,43,41,0,0,0,0,14,72,74
1310,Jackson,0,0,46,67,0,0,74,18,19,48
1311,Laurence,0,0,91,0,53,0,57,44,5,0
1312,Madison,20,11,0,0,0,0,0,0,34,0
1313,Sanford,0,44,46,0,37,59,0,24,0,0
1314,Archibald,37,34,0,65,0,85,0,0,0,43
1315,Delbert,5,0,43,0,0,0,67,61,0,0
1316,Lon,0,5,66,0,0,53,0,81,86,48
1317,Stewart,70,32,33,0,50,61,27,0,0,31
1318,Antonio,63,14,55,0,0,0,0,0,29,0
1319,Chauncey,86,0,71,69,0,0,86,34,31,0
1320,Don,0,0,21,22,64,0,0,0,0,0
1321,Noble,8,0,80,76,0,0,0,0,96,0
1322,Otho,0,57,51,0,0,46,0,15,69,63
1323,Spencer,33,0,5,41,0,84,0,0,79,0
1324,Avery,81,0,0,73,0,98,70,45,0,88
1325,Dallas,0,0,18,0,47,0,0,0,0,17
1326,Freeman,0,99,40,0,0,87,0,0,0,12
1327,Jonas,0,0,0,29,0,0,0,0,0,0
1328,Lige,0,8,9,13,0,19,0,10,0,0
1329,Napoleon,94,89,16,0,67,0,0,0,0,82
1330,Walker,0,0,29,0,0,0,94,0,0,0
1331,Zack,46,0,0,0,0,39,0,0,42,0
1332,Boyd,0,60,36,6,0,0,0,87,0,96
1333,Clay,42,0,56,33,67,7,0,0,0,7
1334,Dewitt,0,0,0,0,0,13,0,0,0,41
1335,Emmet,0,30,0,0,56,0,16,0,21,9
1336,Evan,0,29,32,0,71,65,51,3,14,0
1337,General,95,0,0,77,0,0,0,0,0,40
1338,Isiah,22,3,0,45,8,8,91,24,0,0
1339,Josiah,67,75,65,0,0,60,74,0,25,28
1340,Omer,78,92,0,0,0,27,0,100,0,68
1341,Perley,6,37,0,21,0,0,84,0,57,6
1342,Ferdinand,0,32,95,0,69,30,89,0,9,0
1343,Hans,44,0,0,0,0,0,0,11,34,0
1344,Israel,0,33,0,10,0,83,50,0,79,0
1345,Judson,0,31,0,73,71,0,36,44,0,100
1346,Morgan,0,0,0,0,63,1,94,34,0,3
1347,Waldo,27,0,58,0,0,0,17,0,0,72
1348,Berry,0,95,0,0,0,78,0,96,73,0
1349,Carroll,0,0,0,84,0,0,0,0,0,76
1350,Clement,0,0,49,0,48,0,46,0,5,45
1351,Elliott,9,0,90,0,99,81,52,20,0,84
1352,Ezekiel,80,0,3,41,41,89,0,61,43,0
1353,Foster,0,0,0,0,0,0,78,51,20,31
1354,Gust,0,0,2,0,47,0,37,88,0,37
1355,Jason,54,17,0,9,100,0,75,62,0,0
1356,Josh,100,10,11,18,82,3,6,0,7,0
1357,Junius,0,15,23,0,0,67,0,0,0,0
1358,Loren,0,54,0,11,38,0,61,0,79,0
1359,Wilfred,0,94,99,0,25,0,12,74,0,0
1360,Adolphus,0,0,61,41,94,43,0,48,0,80
1361,Allie,10,0,0,79,0,0,0,81,0,91
1362,Benjiman,49,77,55,0,8,49,27,0,0,58
1363,Christ,0,2,0,36,0,0,74,84,0,0
1364,Dwight,0,0,0,0,0,13,0,36,30,0
1365,Earle,25,0,0,98,68,0,12,0,0,30
1366,Francisco,0,66,2,0,26,0,82,0,0,13
1367,Giles,94,0,57,48,5,0,56,19,0,37
1368,Granville,62,0,6,60,93,0,0,0,0,60
1369,Jonathan,0,0,0,0,0,48,87,54,22,75
1370,Lafayette,0,82,0,0,0,0,25,96,0,5
1371,Leander,84,7,0,93,12,44,7,0,0,0
1372,Lyman,0,20,0,0,0,0,95,0,95,13
1373,Lynn,61,0,7,0,61,0,0,0,0,9
1374,Ruben,83,0,37,0,0,0,0,46,25,0
1375,Dick,61,0,0,100,82,8,0,82,70,0
1376,Elvin,0,0,0,0,63,0,7,0,0,0
1377,Emerson,74,0,86,11,39,0,0,77,0,0
1378,Emile,3,13,0,9,22,74,0,0,0,73
1379,Isom,62,0,0,0,32,50,0,0,4,0
1380,Jimmie,0,0,99,92,0,0,0,0,61,36
1381,King,0,89,16,0,1,0,21,1,82,0
1382,Mitchell,74,0,0,26,0,0,6,68,94,58
1383,Orrin,0,16,0,0,3,0,59,0,0,0
1384,Pat,69,0,70,0,54,25,28,79,69,0
1385,Royal,0,5,0,0,0,3,0,91,0,0
1386,Sim,0,51,0,27,0,0,0,0,87,0
1387,Truman,75,2,79,0,0,0,51,0,58,25
1388,Washington,0,37,0,0,0,63,76,0,0,16
1389,Al,34,0,85,0,0,0,13,0,0,38
1390,Carlos,78,13,21,60,67,93,80,49,34,12
1391,Lem,4,31,48,0,85,96,0,49,0,95
1392,Milo,57,0,0,0,56,20,0,0,0,85
1393,Oren,42,0,48,9,48,24,12,26,0,0
1394,Orlando,19,0,0,72,0,66,0,75,82,56
1395,Allan,14,35,0,0,63,0,91,71,0,0
1396,Arther,0,38,0,42,0,55,0,38,0,0
1397,Caleb,0,25,57,0,0,0,0,71,86,0
1398,Cicero,96,0,17,17,0,0,0,42,0,79
1399,Clem,97,0,0,90,0,0,81,0,39,0
1400,Clint,8,0,74,0,0,0,0,0,16,0
1401,Dean,0,83,31,0,0,0,0,0,92,25
1402,Forest,92,38,8,98,0,11,0,0,0,0
1403,Gustav,14,88,6,18,0,92,96,18,23,69
1404,Harmon,43,0,39,0,50,2,0,0,0,79
1405,Ivan,0,64,60,0,0,94,0,0,0,70
1406,Jordan,0,3,0,53,0,0,64,32,0,25
1407,Ned,0,75,0,72,0,92,0,0,9,0
1408,Nels,0,0,0,89,0,0,87,0,0,67
1409,Phil,99,0,62,0,0,86,40,0,0,0
1410,Randolph,0,79,37,0,48,54,0,7,0,5
1411,Smith,63,3,0,0,3,0,90,72,0,0
1412,Tomas,0,69,26,93,81,0,80,0,0,0
1413,Turner,3,46,0,70,0,0,36,62,37,0
1414,Ulysses,94,0,59,68,0,0,0,0,88,10
1415,Vern,16,89,0,42,10,94,0,24,56,0
1416,Wilford,0,0,0,0,9,73,0,84,0,0
1417,Addison,0,0,0,3,0,0,99,0,0,0
1418,Alford,0,3,96,43,0,74,98,91,47,81
1419,Art,73,0,37,0,0,0,0,0,18,0
1420,Benjamine,90,74,0,0,28,0,98,39,56,0
1421,Enos,0,0,83,0,29,0,30,31,98,80
1422,Erwin,0,0,57,22,59,0,45,96,0,60
1423,Gabriel,0,15,47,0,0,0,0,93,0,0
1424,Issac,68,59,6,0,0,14,0,0,0,99
1425,Lucious,0,51,0,0,29,0,0,0,0,0
1426,Malcolm,27,77,0,0,51,0,59,5,0,0
1427,Merton,25,0,33,0,0,27,63,0,15,52
1428,Micheal,0,0,0,37,0,0,0,0,54,0
1429,Prince,46,0,0,74,85,0,0,35,0,0
1430,Simeon,69,78,2,38,46,0,0,72,0,17
1431,Anna,96,55,0,0,0,37,0,0,0,36
1432,Carlton,0,0,0,0,0,11,46,6,0,0
1433,Coleman,42,76,95,0,4,64,41,0,0,0
1434,Douglas,10,0,86,100,0,0,81,66,30,88
1435,Finis,68,0,82,4,59,42,0,19,62,0
1436,Hardy,67,3,75,27,80,0,0,0,0,0
1437,Hosea,0,94,54,85,50,80,95,96,0,0
1438,Jules,20,0,0,71,1,90,0,36,0,1
1439,Rolla,0,28,44,2,0,69,42,42,41,4
1440,Tobe,19,23,0,0,0,0,91,0,0,0
1441,Wash,0,5,75,53,92,0,34,79,0,0
1442,Almon,0,8,0,0,0,37,0,0,0,0
1443,Aubrey,38,0,9,33,71,0,60,0,0,58
1444,Bertram,20,0,0,82,13,0,0,0,0,82
1445,Casper,0,0,0,0,97,0,36,0,27,98
1446,Ellsworth,100,0,0,0,0,37,18,0,0,0
1447,Ephraim,30,0,6,0,82,0,37,0,0,64
1448,Fay,0,0,0,0,0,0,26,78,85,17
1449,Hamilton,0,0,0,29,100,3,0,83,37,0
1450,Harris,47,91,50,48,65,0,0,80,58,33
1451,Henery,0,69,11,0,0,0,0,53,0,0
1452,Lou,25,97,0,25,0,0,0,15,0,0
1453,Mat,0,16,93,35,0,94,0,0,0,0
1454,Rollin,17,0,55,50,0,0,0,0,0,0
1455,Sol,12,19,51,35,49,0,50,0,0,81
1456,Steven,50,0,0,8,0,0,48,0,0,47
1457,Verne,0,99,0,2,0,83,36,0,85,16
1458,West,64,0,31,0,94,0,6,47,0,0
1459,Wm,0,96,0,14,51,0,0,4,79,0
1460,Adelbert,30,0,0,0,0,15,0,0,0,0
1461,Alma,46,0,0,68,0,0,0,93,87,1
1462,Aron,53,0,0,30,0,76,0,15,91,48
1463,Axel,0,0,48,0,79,0,0,71,99,0
1464,Bennett,0,0,29,96,0,79,40,0,0,0
1465,Brown,7,0,0,0,56,13,64,64,0,0
1466,Buck,0,0,16,0,92,23,0,0,26,26
1467,Colonel,79,0,4,96,0,9,27,56,0,82
1468,Elton,64,56,0,19,60,44,62,90,88,3
1469,Elza,92,35,26,0,57,81,68,44,0,0
1470,Gerald,0,0,96,15,89,0,0,74,0,66
1471,Ivy,51,12,76,93,0,12,0,92,0,70
1472,Johnie,49,28,0,0,0,37,0,92,15,33
1473,Judge,95,0,0,13,68,0,0,37,98,33
1474,Lenard,0,56,94,0,0,0,67,40,0,43
1475,Minor,0,64,36,0,30,0,45,0,0,24
1476,Morton,0,26,10,0,0,0,0,0,91,0
1477,Murray,90,88,32,0,28,0,27,70,0,93
1478,Nat,55,0,66,0,0,0,27,0,0,46
1479,Newell,0,0,56,41,23,65,7,0,93,59
1480,Norris,0,0,4,61,92,0,0,0,33,0
1481,Pedro,0,0,10,97,8,0,0,0,36,0
1482,Rollie,0,0,0,14,77,0,0,35,0,0
1483,Sandy,41,68,0,79,6,0,83,0,65,0
1484,Wilber,0,0,94,26,16,52,0,78,61,0
1485,Wilburn,0,0,80,58,90,0,67,0,41,0
1486,Wyatt,0,0,0,48,0,0,84,67,78,8
1487,Davis,64,74,0,4,0,0,3,43,75,14
1488,Dell,0,0,4,0,0,44,19,52,0,18
1489,Doc,57,0,28,0,0,32,79,87,35,0
1490,Fate,0,16,55,50,0,30,10,76,41,0
1491,Frederic,13,0,82,29,0,0,56,0,0,96
1492,Harlan,0,79,94,67,33,26,0,54,7,53
1493,Harve,0,0,72,53,94,60,44,47,98,0
1494,Henderson,0,0,99,13,17,0,5,5,0,0
1495,Johnny,0,88,0,67,81,99,52,9,78,100
1496,Logan,46,0,44,85,1,0,86,81,0,0
1497,Mason,0,0,95,0,0,27,0,78,6,0
1498,Merle,1,0,0,79,26,8,0,98,34,0
1499,Merritt,0,0,0,0,0,0,40,64,0,17
1500,Noel,56,60,25,55,65,98,14,69,0,0
1501,Valentine,88,0,23,40,23,26,72,0,0,50
1502,Wellington,98,77,50,81,90,0,82,77,0,0
1503,Abel,88,0,0,0,33,0,7,33,60,0
1504,Adrian,0,10,0,0,0,76,0,48,0,0
1505,Alphonse,50,42,0,0,71,96,52,3,64,61
1506,Carter,0,25,50,0,0,0,0,1,0,4
1507,Cary,31,0,74,69,0,0,45,55,60,0
1508,Cleveland,61,0,34,0,1,0,12,0,0,50
1509,Crawford,56,82,21,56,0,48,71,0,84,0
1510,Curt,0,0,66,94,0,0,15,0,33,0
1511,Duncan,79,47,0,0,54,7,0,81,28,0
1512,Early,52,0,0,0,0,10,80,0,99,0
1513,Ernst,62,0,0,8,27,0,0,0,77,1
1514,Frances,0,38,10,39,95,0,99,34,20,20
1515,Gene,0,0,0,0,0,55,0,1,63,0
1516,Hal,20,14,97,0,0,0,0,0,87,0
1517,Hamp,72,0,0,76,31,3,0,0,0,0
1518,Hezekiah,54,0,0,91,0,0,74,38,20,0
1519,Lawson,0,46,0,77,74,65,12,0,87,4
1520,Luis,0,43,0,0,58,82,62,68,0,0
1521,Mathias,93,0,0,90,0,0,0,33,98,75
1522,Olin,10,66,0,74,0,0,0,0,0,0
1523,Parker,0,91,81,0,0,0,0,0,0,0
1524,Pleasant,0,93,52,0,68,0,0,83,0,0
1525,Reginald,75,38,0,0,87,89,91,0,29,0
1526,Rich,0,59,81,90,0,81,0,69,90,0
1527,Seymour,0,0,38,0,0,0,65,0,0,0
1528,Solon,62,16,0,0,85,0,0,0,89,0
1529,Stuart,75,0,6,30,0,49,93,39,0,0
1530,Thaddeus,0,0,0,0,0,0,0,80,92,71
1531,Tim,0,69,0,0,39,0,86,57,0,0
1532,Winfred,0,14,0,83,0,77,0,0,0,0
1533,Alton,29,26,93,14,56,28,0,0,0,0
1534,Asbury,0,48,76,28,18,53,0,42,55,65
1535,Bart,0,7,62,0,0,34,44,85,66,35
1536,Benton,51,0,0,32,25,40,0,0,0,11
1537,Beverly,0,0,56,0,42,56,1,15,80,96
1538,Birt,0,0,0,0,0,0,0,41,0,30
1539,Burl,0,46,0,0,70,7,47,0,60,0
1540,Chin,91,63,86,93,0,0,57,0,65,95
1541,Elihu,0,38,0,0,7,0,21,24,0,0
1542,Erastus,0,13,0,0,37,56,23,50,5,0
1543,Ford,0,0,0,0,0,0,0,49,48,19
1544,Hampton,0,0,74,0,0,61,89,49,0,81
1545,Houston,93,0,96,0,0,74,59,55,0,92
1546,Johnson,32,0,0,70,88,13,0,0,76,0
1547,Len,0,65,0,76,0,3,0,0,40,0
1548,Lonzo,0,45,55,0,30,0,17,3,81,0
1549,Loyd,71,85,0,0,0,0,0,0,13,0
1550,Lucas,0,0,0,0,20,78,96,0,0,0
1551,Lucien,22,0,40,59,0,0,94,0,0,0
1552,Miller,0,43,10,0,66,0,95,17,46,0
1553,Mortimer,0,0,0,84,0,6,52,0,0,0
1554,Omar,0,0,29,3,0,39,0,0,50,0
1555,Orval,86,0,0,0,0,34,16,9,0,99
1556,Pierre,0,0,84,79,0,0,98,48,0,0
1557,Raleigh,17,57,25,0,92,1,0,51,0,7
1558,Ransom,0,75,42,60,61,15,0,0,67,0
1559,Rush,0,98,25,0,0,0,27,0,82,0
1560,Shelby,0,89,0,63,53,0,27,0,0,15
1561,Tommie,0,29,81,78,0,0,0,4,8,45
1562,Wilmer,100,70,0,36,0,0,68,0,97,35
1563,Alonza,89,0,0,0,0,0,0,96,0,87
1564,Artie,0,0,0,0,0,0,0,0,0,0
1565,Bee,75,0,0,29,0,0,0,0,51,0
1566,Benjaman,0,25,43,43,81,43,55,11,59,0
1567,Bradley,0,85,0,0,0,13,0,50,0,98
1568,Cal,0,50,0,7,67,46,17,31,0,0
1569,Cloyd,0,0,65,39,19,0,0,58,68,0
1570,Danial,72,100,0,67,0,0,31,0,0,0
1571,Dexter,0,0,20,0,0,0,0,59,51,100
1572,Emmitt,0,24,53,0,67,0,66,25,0,91
1573,Finley,24,85,0,80,0,75,37,0,0,0
1574,Guss,89,51,0,0,46,25,59,0,61,0
1575,June,0,0,6,10,0,31,35,11,0,0
1576,Lacy,87,0,0,89,0,0,95,0,20,0
1577,Larkin,80,95,0,0,0,49,27,94,0,28
1578,Meyer,47,0,0,84,0,15,94,4,0,0
1579,Mont,0,71,0,100,0,24,0,76,0,0
1580,Newt,0,2,96,0,0,84,35,46,78,0
1581,Paris,58,93,0,93,28,2,81,9,8,0
1582,Pleas,28,0,0,84,51,0,0,0,0,31
1583,Rupert,0,0,30,0,0,18,0,73,78,0
1584,Russel,0,0,99,0,0,85,0,67,11,32
1585,Santiago,4,0,0,70,74,0,0,97,78,0
1586,Sid,63,0,0,0,67,23,46,97,0,0
1587,Soloman,51,3,85,65,71,51,33,100,73,33
1588,Thornton,19,0,65,19,0,0,0,18,15,80
1589,Walton,0,0,53,0,0,0,56,56,0,52
1590,Warner,0,50,11,36,0,24,66,0,0,10
1591,Watson,0,69,64,78,25,66,0,0,0,100
1592,Willam,0,0,0,0,53,0,58,34,0,0
1593,Wylie,1,0,0,0,0,17,55,41,0,0
1594,Zeb,0,52,5,83,0,0,81,0,0,46
1595,Allison,0,0,91,21,44,0,0,25,0,26
1596,Alpha,0,90,66,16,0,5,18,89,63,75
1597,Angus,70,0,0,77,66,0,0,53,23,19
1598,Anson,32,0,3,0,0,57,0,98,68,0
1599,Asberry,0,0,91,0,94,0,43,53,0,10
1600,Basil,0,0,0,0,91,0,0,0,0,0
1601,Bertie,0,0,28,75,100,0,0,88,0,0
1602,Berton,63,0,0,53,0,84,33,0,0,0
1603,Bryant,0,32,0,98,0,0,1,0,68,0
1604,Buford,7,0,0,37,48,15,37,79,97,0
1605,Byrd,94,41,0,91,51,0,0,0,0,23
1606,Cassius,28,57,0,34,95,33,0,1,0,72
1607,Clair,0,81,0,0,2,85,0,0,98,21
1608,Cornelious,0,16,0,0,31,0,0,0,54,0
1609,Dana,0,0,8,0,0,68,0,0,0,0
1610,Deforest,68,0,0,47,0,0,0,8,0,0
1611,Denis,46,0,0,0,0,0,32,0,0,0
1612,Dillard,0,74,0,0,94,62,0,0,85,91
1613,Dolph,25,76,0,0,79,0,0,42,0,13
1614,Dorsey,58,0,0,0,0,0,67,16,0,0
1615,Edith,0,0,0,64,0,0,0,44,59,0
1616,Eldridge,0,26,0,21,0,0,0,82,0,37
1617,Elmo,14,6,67,42,0,0,35,87,19,0
1618,Emma,89,70,33,69,0,0,0,56,53,9
1619,Eric,26,0,0,0,0,78,0,70,0,0
1620,Freddie,79,0,94,96,0,65,0,1,0,83
1621,Geo,0,98,23,0,0,0,44,93,0,65
1622,Godfrey,3,0,0,47,0,89,37,0,0,0
1623,Harper,94,10,46,46,69,0,0,0,71,27
1624,Haywood,0,97,18,0,0,29,76,0,30,0
1625,Jean,0,49,0,98,0,0,97,0,30,0
1626,Jule,0,73,31,0,10,0,0,99,94,0
1627,Lambert,11,94,55,0,77,0,0,100,0,93
1628,Leland,87,0,0,30,0,0,78,0,0,0
1629,Lew,35,0,54,0,0,0,9,0,0,31
1630,Margaret,12,70,37,0,0,35,0,38,0,50
1631,Marshal,94,0,0,0,49,85,0,0,34,0
1632,Miguel,21,43,87,0,92,39,48,0,73,43
1633,Milford,0,0,0,0,88,0,0,11,0,0
1634,Ocie,0,0,0,0,0,0,0,89,2,0
1635,Olen,79,10,0,0,0,0,86,47,0,11
1636,Orange,25,0,8,12,12,0,17,0,0,93
1637,Orin,0,0,69,0,0,62,0,10,0,0
1638,Ottis,94,27,0,9,57,43,0,30,0,38
1639,Park,12,35,93,0,0,16,0,0,0,89
1640,Pinkney,0,0,0,37,52,48,0,2,0,40
1641,Ples,0,61,0,61,0,2,0,56,0,57
1642,Press,62,41,0,26,0,0,0,41,0,0
1643,Rafael,0,0,8,87,53,2,92,0,69,60
1644,Ramon,75,0,32,11,56,0,0,0,0,0
1645,Randall,0,87,0,0,10,0,0,0,12,0
1646,Reece,0,42,85,9,34,35,0,25,7,83
1647,Roe,0,61,52,68,0,0,96,0,5,80
1648,Rube,0,0,60,0,0,0,69,0,0,0
1649,Thad,86,0,0,0,30,51,0,46,0,0
1650,Vivian,0,46,80,59,32,92,0,0,2,56
1651,Willian,0,0,0,0,18,0,0,8,37,0
1652,Young,0,0,0,3,28,89,12,0,5,66
1653,Aloysius,56,12,0,25,0,0,48,91,52,66
1654,Ambers,63,79,23,0,70,0,86,33,36,47
1655,Archer,0,93,92,94,65,0,24,0,0,42
1656,Bailey,0,14,62,98,0,47,84,0,62,0
1657,Bartholomew,52,85,0,58,59,15,0,0,15,47
1658,Bessie,0,79,76,0,0,0,0,0,0,0
1659,Billie,0,61,0,0,50,0,34,65,91,53
1660,Bishop,75,38,0,0,85,9,0,10,50,0
1661,Carey,0,2,0,0,0,9,95,88,0,19
1662,Collins,0,0,41,32,89,40,39,53,0,0
1663,Connie,0,0,0,86,0,83,41,53,38,0
1664,Drew,0,97,0,27,0,0,0,16,0,59
1665,Elbridge,0,98,77,100,0,0,0,45,84,0
1666,Eldon,0,0,20,56,0,29,71,21,0,0
1667,Elvis,7,31,30,58,0,2,0,0,29,35
1668,Ely,0,0,0,0,100,8,0,21,78,76
1669,Fritz,21,93,0,83,94,0,0,83,0,0
1670,Gaston,0,1,82,59,0,61,99,68,58,0
1671,Guadalupe,55,43,0,0,0,68,11,0,90,83
1672,Hartwell,20,26,13,68,94,80,0,0,0,61
1673,Herschel,3,77,56,0,50,0,0,0,0,24
1674,Isadore,0,0,0,0,94,62,98,84,0,42
1675,Jesus,41,33,0,0,18,8,0,0,29,0
1676,Kelly,0,78,3,0,97,16,0,0,0,24
1677,Knox,16,0,0,49,0,79,0,0,2,17
1678,Larry,19,91,33,76,0,39,4,0,0,0
1679,Lindsay,0,0,47,0,0,84,96,0,79,0
1680,Llewellyn,16,0,0,0,100,69,76,0,0,0
1681,Lue,43,0,7,98,61,0,0,0,77,0
1682,Manning,0,8,53,0,0,8,36,0,78,0
1683,Marcellus,5,0,0,0,9,0,0,70,0,0
1684,Mervin,63,5,7,0,23,25,41,54,37,0
1685,Minnie,20,0,0,0,0,13,83,6,0,2
1686,Odie,0,25,95,55,53,95,0,3,0,0
1687,Ola,0,0,4,93,99,0,62,0,0,0
1688,Palmer,47,0,0,43,0,0,0,0,72,0
1689,Reed,0,21,2,0,58,96,0,0,49,12
1690,Reese,0,76,0,0,0,0,4,64,34,9
1691,Sampson,48,68,0,0,80,0,69,0,0,0
1692,Samual,0,62,30,0,0,97,78,40,57,57
1693,Sanders,0,0,0,0,0,0,69,77,0,0
1694,Squire,80,0,0,0,0,0,0,94,0,0
1695,Sterling,76,84,0,22,51,5,0,0,0,41
1696,Sumner,0,69,0,0,0,0,0,0,20,30
1697,Theo,0,0,70,0,0,55,0,0,14,0
1698,Thos,0,0,69,3,0,34,2,0,0,0
1699,Todd,0,85,0,38,0,0,63,0,59,0
1700,Tommy,0,0,0,24,49,35,0,0,0,0
1701,Unknown,21,0,0,68,0,52,82,55,0,12
1702,Watt,0,0,0,0,0,47,0,88,34,98
1703,Wendell,17,0,0,45,52,0,0,0,26,54
1704,Wirt,0,0,58,0,0,95,5,0,0,0
1705,Wong,62,0,45,50,0,4,41,0,0,0
1706,Woodie,0,0,0,0,41,0,0,55,0,0
1707,Addie,71,7,92,7,0,0,46,0,0,100
1708,Albion,0,0,76,0,0,0,0,73,30,0
1709,Alec,0,0,75,51,0,87,79,39,0,56
1710,Alice,36,15,0,38,0,19,74,0,43,0
1711,Alphonso,73,0,89,63,0,53,43,47,0,0
1712,Alvis,87,0,25,0,59,0,43,22,0,0
1713,Ammon,100,48,0,66,0,0,87,53,86,0
1714,Auther,0,97,78,3,0,5,20,0,0,64
1715,Ballard,0,0,0,84,99,31,48,0,21,0
1716,Barton,73,0,59,45,0,0,0,0,0,86
1717,Boss,9,0,0,45,7,0,25,55,0,0
1718,Burley,99,0,48,73,23,19,66,14,74,0
1719,Cas,23,0,6,70,0,47,20,0,0,81
1720,Cass,82,0,23,0,38,63,0,0,50,84
1721,Chalmer,88,0,3,94,0,0,62,0,0,74
1722,Chesley,30,0,0,0,27,85,0,0,0,35
1723,Cora,56,0,0,0,0,0,88,0,0,0
1724,Coy,72,76,0,2,49,58,6,0,0,0
1725,Denton,0,41,67,0,35,76,12,0,0,0
1726,Doss,0,56,64,48,0,0,88,0,18,0
1727,Edson,47,80,52,48,0,0,0,36,0,0
1728,Egbert,0,0,13,64,78,38,51,0,98,0
1729,Elder,0,89,0,0,13,21,95,33,77,0
1730,Elie,0,35,68,100,58,0,33,0,95,0
1731,Elsworth,16,28,0,0,0,0,78,0,0,84
1732,Elzie,0,0,0,0,0,44,0,58,0,38
1733,Erving,0,19,20,0,52,28,0,49,58,8
1734,Evans,0,0,0,45,0,0,0,17,0,94
1735,Evert,0,17,91,0,0,83,92,2,0,0
1736,Florence,2,0,20,49,55,9,0,0,11,41
1737,Fredric,0,45,66,3,44,0,0,0,0,0
1738,Furman,0,20,0,0,0,0,18,0,0,98
1739,Garland,52,0,84,0,0,23,0,26,0,0
1740,Garrett,0,20,0,55,0,25,0,0,0,5
1741,Gideon,85,51,74,0,61,15,93,45,0,0
1742,Halsey,0,0,0,0,0,9,21,0,38,0
1743,Handy,70,0,1,0,13,0,0,0,0,81
1744,Helen,0,0,60,14,26,59,0,63,92,0
1745,Horatio,0,0,77,0,10,0,0,0,0,0
1746,Hyrum,55,0,0,0,43,0,12,0,0,0
1747,Isham,13,38,0,92,0,50,76,60,94,8
1748,Justin,0,71,11,0,0,23,0,0,10,70
1749,Leopold,80,0,46,93,0,0,0,71,0,71
1750,Levy,0,0,0,91,32,0,0,0,0,53
1751,Lindsey,0,0,0,0,83,74,87,0,13,46
1752,Lum,56,0,0,59,100,37,83,5,0,0
1753,Mac,0,45,0,0,0,43,0,50,5,94
1754,Mahlon,0,0,0,41,50,59,0,42,60,0
1755,Mart,51,0,0,88,0,15,69,0,0,38
1756,Merrill,30,0,0,0,55,39,0,30,28,0
1757,Nellie,0,0,0,0,99,93,0,73,0,0
1758,Oda,0,65,7,87,0,0,0,0,0,0
1759,Olaf,0,17,4,0,62,78,0,0,0,0
1760,Oran,79,0,34,0,0,0,0,0,14,76
1761,Orson,52,43,21,0,96,63,0,0,56,0
1762,Pearlie,0,28,0,22,0,0,98,0,0,90
1763,Percival,0,10,95,0,73,0,57,0,77,86
1764,Pierce,0,0,0,88,0,92,0,32,0,0
1765,Plummer,0,86,0,0,57,0,65,0,13,17
1766,Presley,58,0,20,0,83,0,38,0,0,99
1767,Price,86,96,75,80,45,19,11,0,0,97
1768,Quincy,39,99,24,0,0,27,0,0,0,89
1769,Rex,86,0,15,0,39,55,0,0,36,0
1770,Rollo,100,77,0,0,98,0,37,33,0,91
1771,Roswell,0,0,0,14,96,0,0,21,0,0
1772,Ruffus,0,43,28,33,71,0,81,0,98,0
1773,Sheldon,0,53,0,1,50,44,33,55,0,63
