id,name,sex
,Marshal,boy
,Miguel,boy
,Milford,boy
,Ocie,boy
,Olen,boy
,Orange,boy
,Orin,boy
,Ottis,boy
,Park,boy
,Pinkney,boy
,Ples,boy
,Press,boy
,Rafael,boy
,Ramon,boy
,Randall,boy
,Reece,boy
,Roe,boy
,Rube,boy
,Thad,boy
,Vivian,boy
,Willian,boy
,Young,boy
,Aloysius,boy
,Ambers,boy
,Archer,boy
,Bailey,boy
,Bartholomew,boy
,Bessie,boy
,Billie,boy
,Bishop,boy
,Carey,boy
,Collins,boy
,Connie,boy
,Drew,boy
,Elbridge,boy
,Eldon,boy
,Elvis,boy
,Ely,boy
,Fritz,boy
,Gaston,boy
,Guadalupe,boy
,Hartwell,boy
,Herschel,boy
,Isadore,boy
,Jesus,boy
,Kelly,boy
,Knox,boy
,Larry,boy
,Lindsay,boy
,Llewellyn,boy
,Lue,boy
,Manning,boy
,Marcellus,boy
,Mervin,boy
,Minnie,boy
,Odie,boy
,Ola,boy
,Palmer,boy
,Reed,boy
,Reese,boy
,Sampson,boy
,Samual,boy
,Sanders,boy
,Squire,boy
,Sterling,boy
,Sumner,boy
,Theo,boy
,Thos,boy
,Todd,boy
,Tommy,boy
,Unknown,boy
,Watt,boy
,Wendell,boy
,Wirt,boy
,Wong,boy
,Woodie,boy
,Addie,boy
,Albion,boy
,Alec,boy
,Alice,boy
,Alphonso,boy
,Alvis,boy
,Ammon,boy
,Auther,boy
,Ballard,boy
,Barton,boy
,Boss,boy
,Burley,boy
,Cas,boy
,Cass,boy
,Chalmer,boy
,Chesley,boy
,Cora,boy
,Coy,boy
,Denton,boy
,Doss,boy
,Edson,boy
,Egbert,boy
,Elder,boy
,Elie,boy
,Elsworth,boy
,Elzie,boy
,Erving,boy
,Evans,boy
,Evert,boy
,Florence,boy
,Fredric,boy
,Furman,boy
,Garland,boy
,Garrett,boy
,Gideon,boy
,Halsey,boy
,Handy,boy
,Helen,boy
,Horatio,boy
,Hyrum,boy
,Isham,boy
,Justin,boy
,Leopold,boy
,Levy,boy
,Lindsey,boy
,Lum,boy
,Mac,boy
,Mahlon,boy
,Mart,boy
,Merrill,boy
,Nellie,boy
,Oda,boy
,Olaf,boy
,Oran,boy
,Orson,boy
,Pearlie,boy
,Percival,boy
,Pierce,boy
,Plummer,boy
,Presley,boy
,Price,boy
,Quincy,boy
,Rex,boy
,Rollo,boy
,Roswell,boy
,Ruffus,boy
,Sheldon,boy
,Shirley,boy
,Ted,boy
,Tilman,boy
,Vance,boy
,Williams,boy
,Worth,boy
,York,boy
,Acie,boy
,Alden,boy
,Alfonso,boy
,Alois,boy
,Alvah,boy
,Alvie,boy
,Andres,boy
,Asher,boy
,Ashley,boy
,Ashton,boy
,Augustine,boy
,Baxter,boy
,Bernhard,boy
,Bertrand,boy
,Billy,boy
,Bird,boy
,Blaine,boy
,Bruno,boy
,Burke,boy
,Cap,boy
,Carrie,boy
,Carson,boy
,Casimiro,boy
,Collie,boy
,Curley,boy
,Dale,boy
,Dixon,boy
,Dominick,boy
,Ennis,boy
,Erasmus,boy
,Ferd,boy
,Garret,boy
,Gary,boy
,Gee,boy
,Gerrit,boy
,Gregory,boy
,Griffin,boy
,Hall,boy
,Heber,boy
,Hector,boy
,Hermann,boy
,Hosteen,boy
,Howell,boy
,Huey,boy
,Humphrey,boy
,Hunter,boy
,Hurley,boy
,Isidore,boy
,Ivey,boy
,Jones,boy
,Lafe,boy
,Lonie,boy
,Lorenza,boy
,Lyle,boy
,Marian,boy
,Maud,boy
,Maude,boy
,Melville,boy
,Murphy,boy
,Neil,boy
,Obe,boy
,Obie,boy
,Orla,boy
,Orlo,boy
,Orrie,boy
,Oswald,boy
,Otha,boy
,Richmond,boy
,Rodney,boy
,Rutherford,boy
,Sebastian,boy
,Stanton,boy
,Starling,boy
,Stonewall,boy
,Sydney,boy
,Thurman,boy
,Tolbert,boy
,Toney,boy
,Troy,boy
,Uriah,boy
,Vernie,boy
,Weaver,boy
,Webb,boy
,Whit,boy
,Yee,boy
,Adrien,boy
,Albin,boy
,Alf,boy
,Alto,boy
,Angelo,boy
,Annie,boy
,Antone,boy
,Arden,boy
,Arlington,boy
,Atticus,boy
,Augustin,boy
,Author,boy
,Authur,boy
,Bedford,boy
,Belton,boy
,Bertha,boy
,Blair,boy
,Burrell,boy
,Buster,boy
,Caesar,boy
,Callie,boy
,Campbell,boy
,Champ,boy
,Clara,boy
,Clarance,boy
,Clarke,boy
,Cliff,boy
,Coley,boy
,Colin,boy
,Conway,boy
,Craig,boy
,Dalton,boy
,Darrell,boy
,Darwin,boy
,Delmar,boy
,Dennie,boy
,Dolphus,boy
,Duke,boy
,Ebb,boy
,Ebbie,boy
,Eber,boy
,Edna,boy
,Ellison,boy
,Elmore,boy
,Elonzo,boy
,Emit,boy
,Emry,boy
,Ephram,boy
,Esequiel,boy
,Essie,boy
,Esta,boy
,Ethel,boy
,Evertt,boy
,Fayette,boy
,Flem,boy
,Fleming,boy
,Gabe,boy
,Garner,boy
,Garnett,boy
,Golden,boy
,Graham,boy
,Gregg,boy
,Gustaf,boy
,Gustavus,boy
,Halbert,boy
,Hardie,boy
,Hardin,boy
,Harvie,boy
,Harvy,boy
,Hayes,boy
,Hilliard,boy
,Hollis,boy
,Hubbard,boy
,Hudson,boy
,Ida,boy
,Jared,boy
,Jere,boy
,Joesph,boy
,Johnathan,boy
,Jonah,boy
,Julious,boy
,Juluis,boy
,Justus,boy
,Kirby,boy
,Kyle,boy
,Lane,boy
,Lawerence,boy
,Layton,boy
,Less,boy
,Lincoln,boy
,Linwood,boy
,Louise,boy
,Lowell,boy
,Loy,boy
,Lucy,boy
,Malachi,boy
,Manly,boy
,Mannie,boy
,Marcel,boy
,Marius,boy
,Marrion,boy
,Math,boy
,Mercer,boy
,Monte,boy
,Montgomery,boy
,Nolan,boy
,Okey,boy
,Orley,boy
,Page,boy
,Philo,boy
,Primus,boy
,Prosper,boy
,Pryor,boy
,Rene,boy
,Robin,boy
,Roll,boy
,Rolland,boy
,Seward,boy
,Shannon,boy
,Talmage,boy
,Urban,boy
,Vaughn,boy
,Verner,boy
,Waverly,boy
,Webster,boy
,Weldon,boy
,Wells,boy
,Wiliam,boy
,Wilton,boy
,Wing,boy
,Wood,boy
,Wright,boy
,Ab,boy
,Add,boy
,Adelard,boy
,John,boy
,William,boy
,James,boy
,George,boy
,Charles,boy
,Frank,boy
,Joseph,boy
,Thomas,boy
,Henry,boy
,Robert,boy
,Edward,boy
,Harry,boy
,Walter,boy
,Arthur,boy
,Fred,boy
,Albert,boy
,Samuel,boy
,Louis,boy
,David,boy
,Clarence,boy
,Charlie,boy
,Richard,boy
,Joe,boy
,Andrew,boy
,Will,boy
,Jesse,boy
,Ernest,boy
,Oscar,boy
,Daniel,boy
,Sam,boy
,Willie,boy
,Alfred,boy
,Roy,boy
,Benjamin,boy
,Carl,boy
,Peter,boy
,Frederick,boy
,Elmer,boy
,Lewis,boy
,Herbert,boy
,Lee,boy
,Howard,boy
,Ralph,boy
,Paul,boy
,Jim,boy
,Jacob,boy
,Tom,boy
,Martin,boy
,Earl,boy
,Claude,boy
,Herman,boy
,Bert,boy
,Eugene,boy
,Ed,boy
,Ben,boy
,Francis,boy
,Michael,boy
,Edgar,boy
,Edwin,boy
,Chester,boy
,Harvey,boy
,Clyde,boy
,Lawrence,boy
,Luther,boy
,Isaac,boy
,Jack,boy
,Charley,boy
,Guy,boy
,Otto,boy
,Patrick,boy
,Ira,boy
,Oliver,boy
,Hugh,boy
,August,boy
,Theodore,boy
,Floyd,boy
,Leonard,boy
,Raymond,boy
,Alexander,boy
,Allen,boy
,Stephen,boy
,Archie,boy
,Ray,boy
,Jessie,boy
,Homer,boy
,Warren,boy
,Philip,boy
,Horace,boy
,Alex,boy
,Eddie,boy
,Julius,boy
,Emil,boy
,Marion,boy
,Clifford,boy
,Milton,boy
,Leroy,boy
,Dan,boy
,Rufus,boy
,Leo,boy
,Sidney,boy
,Mack,boy
,Wesley,boy
,Bernard,boy
,Willis,boy
,Anthony,boy
,Dave,boy
,Everett,boy
,Dennis,boy
,Amos,boy
,Lester,boy
,Alonzo,boy
,Perry,boy
,Alvin,boy
,Leon,boy
,Harold,boy
,Percy,boy
,Calvin,boy
,Jess,boy
,Leslie,boy
,Lloyd,boy
,Gus,boy
,Otis,boy
,Adam,boy
,Nathan,boy
,Franklin,boy
,Elijah,boy
,Matthew,boy
,Victor,boy
,Noah,boy
,Cornelius,boy
,Norman,boy
,Jerry,boy
,Levi,boy
,Earnest,boy
,Hiram,boy
,Nelson,boy
,Phillip,boy
,Wallace,boy
,Maurice,boy
,Elbert,boy
,Emmett,boy
,Jake,boy
,Ross,boy
,Jose,boy
,Adolph,boy
,Eli,boy
,Moses,boy
,Manuel,boy
,Silas,boy
,Wiley,boy
,Abraham,boy
,Felix,boy
,Christopher,boy
,Claud,boy
,Mark,boy
,Mike,boy
,Gilbert,boy
,Jasper,boy
,Ellis,boy
,Melvin,boy
,Aaron,boy
,Alva,boy
,Marshall,boy
,Willard,boy
,Wilson,boy
,Jeff,boy
,Morris,boy
,Roscoe,boy
,Wilbur,boy
,Jay,boy
,Virgil,boy
,Clinton,boy
,Lonnie,boy
,Ollie,boy
,Simon,boy
,Mose,boy
,Fredrick,boy
,Harrison,boy
,Monroe,boy
,Stanley,boy
,Harley,boy
,Max,boy
,Sylvester,boy
,Reuben,boy
,Russell,boy
,Edmund,boy
,Timothy,boy
,Curtis,boy
,Millard,boy
,Garfield,boy
,Ike,boy
,Ora,boy
,Bruce,boy
,Byron,boy
,Irvin,boy
,Nicholas,boy
,Augustus,boy
,Austin,boy
,Owen,boy
,Anton,boy
,Marvin,boy
,Wade,boy
,Edd,boy
,Steve,boy
,Asa,boy
,Columbus,boy
,Bill,boy
,Irving,boy
,Newton,boy
,Clayton,boy
,Pete,boy
,Bob,boy
,Dock,boy
,Johnnie,boy
,Anderson,boy
,Pearl,boy
,Elias,boy
,Gustave,boy
,Nathaniel,boy
,Grover,boy
,Arch,boy
,Clark,boy
,Joel,boy
,Riley,boy
,Cecil,boy
,Emery,boy
,Vernon,boy
,Barney,boy
,Lon,boy
,Rudolph,boy
,Andy,boy
,Clifton,boy
,Glenn,boy
,Solomon,boy
,Abe,boy
,Joshua,boy
,Sherman,boy
,Christian,boy
,Hubert,boy
,Jackson,boy
,Preston,boy
,Donald,boy
,Ferdinand,boy
,Scott,boy
,Conrad,boy
,Enoch,boy
,Mathew,boy
,Chas,boy
,Cyrus,boy
,Delbert,boy
,Don,boy
,Louie,boy
,Marcus,boy
,Orville,boy
,Tony,boy
,Van,boy
,Emanuel,boy
,Ervin,boy
,Luke,boy
,Major,boy
,Miles,boy
,Gustav,boy
,Jerome,boy
,Lemuel,boy
,Arnold,boy
,Lucius,boy
,Ezra,boy
,Grant,boy
,Julian,boy
,Lorenzo,boy
,Lyman,boy
,Karl,boy
,Chris,boy
,Edmond,boy
,Juan,boy
,Winfield,boy
,Ambrose,boy
,Burton,boy
,Emory,boy
,Forrest,boy
,Roland,boy
,Vincent,boy
,Emile,boy
,Gordon,boy
,Isaiah,boy
,Mitchell,boy
,Ole,boy
,Benjiman,boy
,Cleveland,boy
,Elisha,boy
,Loren,boy
,Neal,boy
,Nick,boy
,Clem,boy
,Foster,boy
,Jefferson,boy
,Ruben,boy
,Al,boy
,Bennie,boy
,Bud,boy
,General,boy
,Jeremiah,boy
,Ned,boy
,Sanford,boy
,Sim,boy
,Spencer,boy
,Abner,boy
,Carroll,boy
,Douglas,boy
,Roger,boy
,Burt,boy
,Seth,boy
,Archibald,boy
,Elwood,boy
,Mary,boy
,Omer,boy
,Ward,boy
,Antonio,boy
,Boyd,boy
,Freeman,boy
,Napoleon,boy
,Wilber,boy
,Zack,boy
,Dudley,boy
,Isiah,boy
,Leander,boy
,Pat,boy
,Pink,boy
,Porter,boy
,Vern,boy
,Walker,boy
,Allie,boy
,Berry,boy
,Dallas,boy
,Forest,boy
,Glen,boy
,Green,boy
,Hans,boy
,Henderson,boy
,Jonathan,boy
,Lynn,boy
,Madison,boy
,Milo,boy
,Pedro,boy
,Royal,boy
,Taylor,boy
,Hal,boy
,Hardy,boy
,Jonas,boy
,King,boy
,Matt,boy
,Myron,boy
,Nels,boy
,Wash,boy
,Abram,boy
,Caleb,boy
,Casper,boy
,Frederic,boy
,Granville,boy
,Gust,boy
,Ivan,boy
,Lem,boy
,Otho,boy
,Wilford,boy
,Angus,boy
,Isom,boy
,Josiah,boy
,Laurence,boy
,Morgan,boy
,Christ,boy
,Clement,boy
,Dee,boy
,Judson,boy
,Junius,boy
,Morton,boy
,Washington,boy
,Earle,boy
,Ellsworth,boy
,Emmet,boy
,Harve,boy
,Israel,boy
,Johnie,boy
,Kenneth,boy
,Lige,boy
,Orrin,boy
,Steven,boy
,Wayne,boy
,Wilfred,boy
,Addison,boy
,Bertram,boy
,Carlton,boy
,Elliott,boy
,Fletcher,boy
,Fritz,boy
,Lawson,boy
,Lucian,boy
,Watson,boy
,Wilburn,boy
,Billie,boy
,Carlos,boy
,Clarance,boy
,Elton,boy
,Gabriel,boy
,Harmon,boy
,Irwin,boy
,Jason,boy
,Jimmie,boy
,Judge,boy
,Lafayette,boy
,Malcolm,boy
,Merton,boy
,Ramon,boy
,Sol,boy
,Wilbert,boy
,Wilmer,boy
,Elmo,boy
,Francisco,boy
,Geo,boy
,Hugo,boy
,Murray,boy
,Neil,boy
,Sandy,boy
,Simeon,boy
,Stewart,boy
,Valentine,boy
,Adrian,boy
,Alton,boy
,Artie,boy
,Burl,boy
,Carey,boy
,Coleman,boy
,Guss,boy
,Noble,boy
,Oren,boy
,Prince,boy
,Wm,boy
,Chauncey,boy
,Clay,boy
,Dewitt,boy
,Dwight,boy
,Garland,boy
,Haywood,boy
,Houston,boy
,Logan,boy
,Lucious,boy
,Rolla,boy
,Thornton,boy
,Tobe,boy
,Tomas,boy
,Truman,boy
,Turner,boy
,Webster,boy
,Alford,boy
,Alphonse,boy
,Arther,boy
,Aubrey,boy
,Cal,boy
,Enos,boy
,Harris,boy
,Johnny,boy
,Lew,boy
,Loyd,boy
,Miller,boy
,Ransom,boy
,Smith,boy
,Sterling,boy
,Troy,boy
,Waldo,boy
,Allan,boy
,Barton,boy
,Clair,boy
,Clint,boy
,Crawford,boy
,Elvin,boy
,Emerson,boy
,Fay,boy
,Garrett,boy
,Gerald,boy
,Hamilton,boy
,Lucien,boy
,Mortimer,boy
,Orin,boy
,Palmer,boy
,Raleigh,boy
,Randolph,boy
,Saul,boy
,Ulysses,boy
,Warner,boy
,Adelbert,boy
,Adolphus,boy
,Alpha,boy
,Art,boy
,Avery,boy
,Bennett,boy
,Carson,boy
,Colonel,boy
,Dana,boy
,Dick,boy
,Elza,boy
,Erastus,boy
,Finley,boy
,Gene,boy
,Jesus,boy
,Josh,boy
,Larkin,boy
,Mathias,boy
,Micheal,boy
,Newt,boy
,Parker,boy
,Pierce,boy
,Randall,boy
,Rollie,boy
,Ted,boy
,Alvah,boy
,Blaine,boy
,Bryant,boy
,Cary,boy
,Cicero,boy
,Cleve,boy
,Cliff,boy
,Dell,boy
,Dorsey,boy
,Elmore,boy
,Henery,boy
,Jules,boy
,Kelly,boy
,Leland,boy
,Lincoln,boy
,Luis,boy
,Merle,boy
,Okey,boy
,Olaf,boy
,Orlando,boy
,Phil,boy
,Pleas,boy
,Pleasant,boy
,Rex,boy
,Shelby,boy
,Thad,boy
,Axel,boy
,Basil,boy
,Benjaman,boy
,Bertie,boy
,Buck,boy
,Butler,boy
,Cassius,boy
,Denis,boy
,Doc,boy
,Dora,boy
,Duncan,boy
,Ely,boy
,Ernie,boy
,Erwin,boy
,Evan,boy
,Evans,boy
,Frances,boy
,Garnett,boy
,Giles,boy
,Hamp,boy
,Jean,boy
,Jordan,boy
,June,boy
,Lenard,boy
,Lum,boy
,Lyle,boy
,Mahlon,boy
,Mason,boy
,Mat,boy
,Pierre,boy
,Price,boy
,Rodney,boy
,Rubin,boy
,Theo,boy
,Watt,boy
,Wyatt,boy
,Albin,boy
,Aloysius,boy
,Benton,boy
,Bernie,boy
,Bishop,boy
,Cornelious,boy
,Coy,boy
,Dexter,boy
,Drew,boy
,Emmitt,boy
,Ezekiel,boy
,Finis,boy
,Furman,boy
,Howell,boy
,Issac,boy
,Johnson,boy
,Jones,boy
,Lacy,boy
,Llewellyn,boy
,Manley,boy
,Odie,boy
,Olin,boy
,Omar,boy
,Oswald,boy
,Paris,boy
,Pinkney,boy
,Quincy,boy
,Richmond,boy
,Rupert,boy
,Shirley,boy
,Sid,boy
,Tim,boy
,Volney,boy
,Webb,boy
,West,boy
,Abel,boy
,Alma,boy
,Alonza,boy
,Berton,boy
,Dillard,boy
,Early,boy
,Ephraim,boy
,Ephriam,boy
,Evert,boy
,Gary,boy
,Gaston,boy
,Hosea,boy
,Hunter,boy
,Kirk,boy
,Linus,boy
,Lonzo,boy
,Lou,boy
,Lowell,boy
,Martha,boy
,Merrill,boy
,Miguel,boy
,Minnie,boy
,Mitchel,boy
,Noel,boy
,Norris,boy
,Otha,boy
,Perley,boy
,Reinhold,boy
,Rush,boy
,Samual,boy
,Sanders,boy
,Sebastian,boy
,Seymour,boy
,Shelton,boy
,Squire,boy
,Stuart,boy
,Sydney,boy
,Theron,boy
,Travis,boy
,Wilton,boy
,Zeb,boy
,Allison,boy
,Anson,boy
,Asbury,boy
,Benjamine,boy
,Bessie,boy
,Beverly,boy
,Brooks,boy
,Burley,boy
,Burr,boy
,Buster,boy
,Davis,boy
,Dean,boy
,Eber,boy
,Edna,boy
,Eldridge,boy
,Elzie,boy
,Eric,boy
,Fayette,boy
,Hampton,boy
,Herschel,boy
,Ivy,boy
,Jule,boy
,Junior,boy
,Junious,boy
,Justus,boy
,Lambert,boy
,Len,boy
,Levy,boy
,Lindsay,boy
,Lonie,boy
,Minor,boy
,Octave,boy
,Orson,boy
,Reed,boy
,Tillman,boy
,Tracy,boy
,Winfred,boy
,Wong,boy
,Young,boy
,Ace,boy
,Alden,boy
,Alec,boy
,Alois,boy
,Alpheus,boy
,Alphonso,boy
,Andres,boy
,Angelo,boy
,Annie,boy
,Archer,boy
,Armstead,boy
,Aron,boy
,Augustine,boy
,Author,boy
,Bailey,boy
,Bedford,boy
,Benedict,boy
,Bertha,boy
,Brice,boy
,Brown,boy
,Burrell,boy
,Byrd,boy
,Carleton,boy
,Chin,boy
,Clare,boy
,Doctor,boy
,Dolphus,boy
,Eben,boy
,Elie,boy
,Elige,boy
,Ennis,boy
,Florence,boy
,Gabe,boy
,Gibson,boy
,Gustavus,boy
,Harlan,boy
,Hollis,boy
,Humphrey,boy
,Hurley,boy
,Larry,boy
,Lindsey,boy
,Lue,boy
,Malachi,boy
,May,boy
,Maynard,boy
,Melville,boy
,Milford,boy
,Mills,boy
,Orange,boy
,Orie,boy
,Pablo,boy
,Reese,boy
,Roswell,boy
,Sampson,boy
,Thaddeus,boy
,Thurman,boy
,Tommie,boy
,Toney,boy
,Walton,boy
,Wellington,boy
,Willam,boy
,Willian,boy
,Wylie,boy
,Adolfo,boy
,Alanzo,boy
,Albion,boy
,Alcide,boy
,Alvie,boy
,Alvis,boy
,Antoine,boy
,Ashley,boy
,Ballard,boy
,Bartholomew,boy
,Baxter,boy
,Billy,boy
,Bird,boy
,Campbell,boy
,Commodore,boy
,Connie,boy
,Dale,boy
,Dayton,boy
,Delmar,boy
,Dow,boy
,Ebbie,boy
,Egbert,boy
,Eligah,boy
,Elizabeth,boy
,Emma,boy
,Ernst,boy
,Essie,boy
,Ethan,boy
,Eustace,boy
,Ewing,boy
,Fate,boy
,Felipe,boy
,Fernand,boy
,Fisher,boy
,Ford,boy
,Gail,boy
,Graham,boy
,Gustaf,boy
,Harland,boy
,Hayes,boy
,Hezekiah,boy
,Hilary,boy
,Hosie,boy
,Isreal,boy
,Ivory,boy
,Joesph,boy
,Julious,boy
,Lemon,boy
,Lora,boy
,Louise,boy
,Manford,boy
,Manning,boy
,Margaret,boy
,Marsh,boy
,Marshal,boy
,Mart,boy
,Mont,boy
,Nat,boy
,Newman,boy
,Nickolas,boy
,Olie,boy
,Park,boy
,Pearley,boy
,Reginald,boy
,Rice,boy
,Rolland,boy
,Rollin,boy
,Roman,boy
,Rome,boy
,Rowland,boy
,Sammie,boy
,Seward,boy
,Shade,boy
,Shelly,boy
,Terry,boy
,Titus,boy
,Tommy,boy
,Unknown,boy
,Vicente,boy
,Weston,boy
,Wheeler,boy
,Williams,boy
,Worth,boy
,Addie,boy
,Alan,boy
,Alberto,boy
,Alexis,boy
,Alf,boy
,Alfonso,boy
,Almon,boy
,Antone,boy
,Arlie,boy
,Asberry,boy
,Ashby,boy
,Auguste,boy
,Auther,boy
,Bart,boy
,Bascom,boy
,Bee,boy
,Birt,boy
,Cameron,boy
,Camille,boy
,Carrie,boy
,Chesley,boy
,Clabe,boy
,Cloyd,boy
,Cooper,boy
,Darius,boy
,Delos,boy
,Dempsey,boy
,Dennie,boy
,Dolph,boy
,Domingo,boy
,Ebb,boy
,Eliga,boy
,Elsworth,boy
,Elwin,boy
,Emilio,boy
,Everette,boy
,Fernando,boy
,Fredric,boy
,French,boy
,Garry,boy
,Gee,boy
,Gerhard,boy
,Gideon,boy
,Grace,boy
,Hansford,boy
,Hardin,boy
,Heber,boy
,Hector,boy
,Hermann,boy
,Hershel,boy
,Hervey,boy
,Hilliard,boy
,Horatio,boy
,Hoyt,boy
,Huston,boy
,Isham,boy
,Jarvis,boy
,Jobe,boy
,Joeseph,boy
,Josephus,boy
,Kirby,boy
,Landon,boy
,Lane,boy
,Lawyer,boy
,Lennie,boy
,Leonidas,boy
,Lesley,boy
,Lillian,boy
,Linn,boy
,Littleton,boy
,Lone,boy
,Ludwig,boy
,Marcellus,boy
,Margarito,boy
,Mattie,boy
,Maxwell,boy
,Melton,boy
,Mervin,boy
,Nellie,boy
,Oran,boy
,Orla,boy
,Orval,boy
,Ott,boy
,Percival,boy
,Press,boy
,Rafael,boy
,Randle,boy
,Reece,boy
,Rene,boy
,Rich,boy
,Roderick,boy
,Rollo,boy
,Rutherford,boy
,Seaborn,boy
,Severt,boy
,Steward,boy
,Sylvanus,boy
,Theadore,boy
,Theophile,boy
,Todd,boy
,Vernie,boy
,Vester,boy
,Wenzel,boy
,Wilhelm,boy
,Wood,boy
,Yee,boy
,Ab,boy
,Adolf,boy
,Alby,boy
,Alcee,boy
,Almer,boy
,Almond,boy
,Alvy,boy
,Amon,boy
,Ansel,boy
,Babe,boy
,Bayard,boy
,Benny,boy
,Bertrand,boy
,Bluford,boy
,Booker,boy
,Bradley,boy
,Bruno,boy
,Burnett,boy
,Burney,boy
,Callie,boy
,Caswell,boy
,Claudie,boy
,Colin,boy
,Conley,boy
,Cortez,boy
,Darwin,boy
,Davie,boy
,Dionicio,boy
,Dominick,boy
,Donnie,boy
,Duff,boy
,Edson,boy
,Elam,boy
,Eldred,boy
,Ell,boy
,Ellery,boy
,Ellwood,boy
,Elva,boy
,Emmit,boy
,Enrique,boy
,Erasmus,boy
,Erie,boy
,Erle,boy
,Essex,boy
,Ewell,boy
,Ewin,boy
,Fabian,boy
,Fleming,boy
,Florencio,boy
,Fremont,boy
,Gaines,boy
,Garnet,boy
,Gaylord,boy
,German,boy
,Greene,boy
,Griffin,boy
,Hallie,boy
,Handy,boy
,John,boy
,William,boy
,James,boy
,Charles,boy
,George,boy
,Frank,boy
,Joseph,boy
,Henry,boy
,Robert,boy
,Thomas,boy
,Edward,boy
,Harry,boy
,Walter,boy
,Arthur,boy
,Fred,boy
,Albert,boy
,Samuel,boy
,Clarence,boy
,Louis,boy
,David,boy
,Richard,boy
,Charlie,boy
,Ernest,boy
,Andrew,boy
,Daniel,boy
,Joe,boy
,Oscar,boy
,Jesse,boy
,Will,boy
,Roy,boy
,Benjamin,boy
,Carl,boy
,Sam,boy
,Willie,boy
,Alfred,boy
,Peter,boy
,Frederick,boy
,Lewis,boy
,Howard,boy
,Elmer,boy
,Herbert,boy
,Earl,boy
,Lee,boy
,Tom,boy
,Ralph,boy
,Martin,boy
,Herman,boy
,Paul,boy
,Jacob,boy
,Clyde,boy
,Eugene,boy
,Jim,boy
,Harvey,boy
,Claude,boy
,Michael,boy
,Ben,boy
,Edwin,boy
,Edgar,boy
,Chester,boy
,Francis,boy
,Lawrence,boy
,Bert,boy
,Charley,boy
,Ed,boy
,Jack,boy
,Otto,boy
,Ira,boy
,Raymond,boy
,Luther,boy
,Isaac,boy
,Guy,boy
,Oliver,boy
,Floyd,boy
,Hugh,boy
,Patrick,boy
,Homer,boy
,August,boy
,Ray,boy
,Leonard,boy
,Alexander,boy
,Theodore,boy
,Allen,boy
,Horace,boy
,Archie,boy
,Philip,boy
,Sidney,boy
,Marion,boy
,Julius,boy
,Jessie,boy
,Milton,boy
,Warren,boy
,Anthony,boy
,Everett,boy
,Leroy,boy
,Leo,boy
,Bernard,boy
,Leon,boy
,Stephen,boy
,Emil,boy
,Clifford,boy
,Dave,boy
,Perry,boy
,Willis,boy
,Grover,boy
,Eddie,boy
,Rufus,boy
,Calvin,boy
,Alex,boy
,Dan,boy
,Leslie,boy
,Lester,boy
,Adolph,boy
,Alvin,boy
,Amos,boy
,Dennis,boy
,Jess,boy
,Harold,boy
,Adam,boy
,Jerry,boy
,Norman,boy
,Aaron,boy
,Wesley,boy
,Alonzo,boy
,Wallace,boy
,Victor,boy
,Lloyd,boy
,Mack,boy
,Jay,boy
,Jake,boy
,Melvin,boy
,Franklin,boy
,Nathan,boy
,Cornelius,boy
,Elbert,boy
,Elijah,boy
,Gilbert,boy
,Phillip,boy
,Roscoe,boy
,Willard,boy
,Claud,boy
,Lonnie,boy
,Mark,boy
,Simon,boy
,Christopher,boy
,Maurice,boy
,Otis,boy
,Ross,boy
,Clinton,boy
,Earnest,boy
,Emmett,boy
,Percy,boy
,Matthew,boy
,Hiram,boy
,Levi,boy
,Fredrick,boy
,Eli,boy
,Moses,boy
,Gus,boy
,Noah,boy
,Marshall,boy
,Nelson,boy
,Silas,boy
,Max,boy
,Morris,boy
,Jasper,boy
,Jose,boy
,Manuel,boy
,Ellis,boy
,Irvin,boy
,Mike,boy
,Wilbur,boy
,Alva,boy
,Wiley,boy
,Marvin,boy
,Nicholas,boy
,Virgil,boy
,Sylvester,boy
,Felix,boy
,Stanley,boy
,Russell,boy
,Wilson,boy
,Glenn,boy
,Mose,boy
,Ora,boy
,Anton,boy
,Dock,boy
,Edmund,boy
,Harley,boy
,Owen,boy
,Bob,boy
,Steve,boy
,Timothy,boy
,Asa,boy
,Harrison,boy
,Ollie,boy
,Rudolph,boy
,Newton,boy
,Orville,boy
,Clayton,boy
,Pearl,boy
,Reuben,boy
,Joshua,boy
,Don,boy
,Wade,boy
,Augustus,boy
,Curtis,boy
,Hubert,boy
,Abraham,boy
,Donald,boy
,Edmond,boy
,Preston,boy
,Cecil,boy
,Joel,boy
,Lon,boy
,Bill,boy
,Bruce,boy
,Byron,boy
,Christian,boy
,Ike,boy
,Juan,boy
,Columbus,boy
,Garfield,boy
,Gustave,boy
,Nathaniel,boy
,Barney,boy
,Johnnie,boy
,Julian,boy
,Sherman,boy
,Chris,boy
,Cyrus,boy
,Scott,boy
,Ervin,boy
,Irving,boy
,Monroe,boy
,Vernon,boy
,Winfield,boy
,Clark,boy
,Riley,boy
,Solomon,boy
,Elias,boy
,Enoch,boy
,Gustav,boy
,Jeff,boy
,Millard,boy
,Abe,boy
,Andy,boy
,Austin,boy
,Delbert,boy
,Edd,boy
,Emery,boy
,Pete,boy
,Vincent,boy
,Arnold,boy
,Bud,boy
,Elisha,boy
,Louie,boy
,Miles,boy
,Wilfred,boy
,Lemuel,boy
